Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1669229050,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669229051,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669229052,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669229053,3,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669229054,4,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669229055,5,,Aggregated,0.000000,0.000000,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,1,0,4786.272272000133,4786.272272000133,4786.272272000133,4786.272272000133,133.0
1669229056,6,,Aggregated,0.000000,0.000000,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,4800,2,0,3346.9045030001325,4066.5883875001327,3346.9045030001325,4786.272272000133,133.0
1669229057,7,,Aggregated,0.000000,0.000000,4800,4800,5600,5600,5600,5600,5600,5600,5600,5600,5600,3,0,4800.0,4590.417351000117,3346.9045030001325,5638.075278000088,133.0
1669229058,8,,Aggregated,0.000000,0.000000,4800,4800,5600,5600,5600,5600,5600,5600,5600,5600,5600,4,0,4000.0,4449.594701500132,3346.9045030001325,5638.075278000088,133.0
1669229059,9,,Aggregated,0.285714,0.000000,4700,4700,4800,4800,5600,5600,5600,5600,5600,5600,5600,6,0,4000.0,4357.730402666751,3346.9045030001325,5638.075278000088,133.0
1669229060,10,,Aggregated,0.500000,0.000000,4600,4700,4800,4800,5600,5600,5600,5600,5600,5600,5600,7,0,4600.0,4396.541718142934,3346.9045030001325,5638.075278000088,133.0
1669229061,11,,Aggregated,0.444444,0.000000,4600,4700,4800,5300,5600,5600,5600,5600,5600,5600,5600,9,0,4600.0,4519.518788111175,3346.9045030001325,5638.075278000088,133.0
1669229062,12,,Aggregated,0.600000,0.000000,4600,4700,4800,4800,5300,5600,5600,5600,5600,5600,5600,11,0,4600.0,4329.3264933637065,2556.1538290003227,5638.075278000088,133.0
1669229063,13,,Aggregated,0.700000,0.000000,4600,4800,5300,5500,5600,5600,5600,5600,5600,5600,5600,13,0,4600.0,4518.574984615463,2556.1538290003227,5638.075278000088,133.0
1669229064,14,,Aggregated,1.000000,0.000000,4600,4800,5300,5500,5600,5600,5600,5600,5600,5600,5600,14,0,4600.0,4382.783936714337,2556.1538290003227,5638.075278000088,133.0
1669229065,15,,Aggregated,1.100000,0.000000,4700,5300,5600,5600,6000,6000,6000,6000,6000,6000,6000,16,0,4600.0,4578.822551125028,2556.1538290003227,5951.297740999962,133.0
1669229066,16,,Aggregated,1.300000,0.000000,4600,5300,5500,5600,6000,6000,6000,6000,6000,6000,6000,17,0,4600.0,4571.983153529425,2556.1538290003227,5951.297740999962,133.0
1669229067,17,,Aggregated,1.400000,0.000000,4700,5400,5600,5600,6000,8500,8500,8500,8500,8500,8500,19,0,4700.0,4820.24400205266,2556.1538290003227,8460.466729000018,133.0
1669229068,18,,Aggregated,1.400000,0.000000,4800,5300,5500,5600,6000,6000,8500,8500,8500,8500,8500,21,0,4800.0,4842.338803333361,2556.1538290003227,8460.466729000018,133.0
1669229069,19,,Aggregated,1.600000,0.000000,4800,5400,5600,5600,6000,8500,9600,9600,9600,9600,9600,22,0,4800.0,5058.498501045485,2556.1538290003227,9597.852153000076,133.0
1669229070,20,,Aggregated,1.500000,0.000000,4800,5400,5600,6000,7500,8500,9600,9600,9600,9600,9600,24,0,4800.0,5132.075562041696,2556.1538290003227,9597.852153000076,133.0
1669229071,21,,Aggregated,1.700000,0.000000,4800,5500,6000,6000,8500,9600,9800,9800,9800,9800,9800,27,0,4800.0,5382.369390666689,2556.1538290003227,9826.612920000116,133.0
1669229072,22,,Aggregated,1.700000,0.000000,4800,5500,6000,6000,8500,9600,9800,9800,9800,9800,9800,27,0,4800.0,5382.369390666689,2556.1538290003227,9826.612920000116,133.0
1669229073,23,,Aggregated,1.800000,0.000000,5300,5600,6000,8000,9600,9800,12000,12000,12000,12000,12000,30,0,5300.0,5735.87267796667,2556.1538290003227,12456.163652999749,133.0
1669229074,24,,Aggregated,1.700000,0.000000,5300,5600,6000,7500,8500,9800,12000,12000,12000,12000,12000,31,0,5300.0,5730.221478806457,2556.1538290003227,12456.163652999749,133.0
1669229075,25,,Aggregated,1.700000,0.000000,5400,6000,7500,8300,9800,12000,13000,13000,13000,13000,13000,33,0,5400.0,6085.263414515161,2556.1538290003227,12660.036162000324,133.0
1669229076,26,,Aggregated,1.700000,0.000000,5500,6000,7500,8300,9800,12000,13000,13000,13000,13000,13000,34,0,5400.0,6073.664526941176,2556.1538290003227,12660.036162000324,133.0
1669229077,27,,Aggregated,1.700000,0.000000,5600,6000,8000,8500,11000,13000,13000,13000,13000,13000,13000,37,0,5600.0,6377.650553081084,2556.1538290003227,13091.920932999983,133.0
1669229078,28,,Aggregated,1.800000,0.000000,5600,6600,8300,9300,11000,13000,13000,13000,13000,13000,13000,38,0,5600.0,6454.694956236847,2556.1538290003227,13091.920932999983,133.0
1669229079,29,,Aggregated,1.700000,0.000000,5600,7400,8500,9600,12000,13000,13000,13000,13000,13000,13000,40,0,5600.0,6650.036480525001,2556.1538290003227,13337.42513900006,133.0
1669229080,30,,Aggregated,1.800000,0.000000,5600,7500,8500,9600,11000,13000,13000,13000,13000,13000,13000,41,0,5600.0,6749.537022243902,2556.1538290003227,13337.42513900006,133.0
1669229081,31,,Aggregated,1.800000,0.000000,5700,7500,9000,9600,11000,13000,13000,13000,13000,13000,13000,42,0,5600.0,6803.714600595241,2556.1538290003227,13337.42513900006,133.0
1669229082,32,,Aggregated,1.700000,0.000000,6000,8300,9300,9800,12000,13000,16000,16000,16000,16000,16000,45,0,6000.0,7184.830954644441,2556.1538290003227,16151.850469999772,133.0
1669229083,33,,Aggregated,1.700000,0.000000,6000,8500,9600,9800,13000,13000,16000,16000,16000,16000,16000,46,0,6000.0,7303.709455673907,2556.1538290003227,16151.850469999772,133.0
1669229084,34,,Aggregated,1.700000,0.000000,6000,9000,9800,11000,13000,13000,16000,16000,16000,16000,16000,48,0,6000.0,7564.299560333327,2556.1538290003227,16151.850469999772,133.0
1669229085,35,,Aggregated,1.700000,0.000000,6000,9300,9800,11000,13000,13000,16000,16000,16000,16000,16000,49,0,6000.0,7623.3026194489685,2556.1538290003227,16151.850469999772,133.0
1669229086,36,,Aggregated,1.800000,0.000000,6600,9300,11000,11000,13000,16000,16000,18000,18000,18000,18000,51,0,6600.0,7984.920705372545,2556.1538290003227,17711.105489000147,133.0
1669229087,37,,Aggregated,1.700000,0.000000,7400,9300,11000,11000,13000,16000,16000,18000,18000,18000,18000,52,0,6600.0,7989.39844642307,2556.1538290003227,17711.105489000147,133.0
1669229088,38,,Aggregated,1.500000,0.000000,7400,9300,11000,12000,13000,16000,18000,21000,21000,21000,21000,53,0,7400.0,8226.26756120754,2556.1538290003227,20543.46153000006,133.0
1669229089,39,,Aggregated,1.600000,0.000000,7500,9800,11000,12000,16000,16000,18000,21000,21000,21000,21000,55,0,7500.0,8417.252358199992,2556.1538290003227,20543.46153000006,133.0
1669229090,40,,Aggregated,1.500000,0.000000,8000,9800,11000,12000,16000,17000,18000,21000,21000,21000,21000,57,0,8000.0,8609.743963157895,2556.1538290003227,20543.46153000006,133.0
1669229091,41,,Aggregated,1.500000,0.000000,8200,10000,11000,13000,16000,17000,18000,21000,21000,21000,21000,58,0,8000.0,8745.698395982754,2556.1538290003227,20543.46153000006,133.0
1669229092,42,,Aggregated,1.500000,0.000000,8300,11000,12000,13000,16000,17000,19000,21000,21000,21000,21000,61,0,8300.0,9098.980165508194,2556.1538290003227,20543.46153000006,133.0
1669229093,43,,Aggregated,1.600000,0.000000,8500,11000,12000,13000,16000,17000,19000,21000,21000,21000,21000,62,0,8300.0,9177.309646387095,2556.1538290003227,20543.46153000006,133.0
1669229094,44,,Aggregated,1.400000,0.000000,8500,11000,13000,13000,16000,18000,20000,21000,21000,21000,21000,63,0,8500.0,9341.675310476186,2556.1538290003227,20543.46153000006,133.0
1669229095,45,,Aggregated,1.600000,0.000000,9000,11000,13000,15000,17000,19000,20000,21000,21000,21000,21000,65,0,9000.0,9572.437822599995,2556.1538290003227,20543.46153000006,133.0
1669229096,46,,Aggregated,1.400000,0.000000,9300,12000,13000,16000,18000,20000,20000,21000,21000,21000,21000,67,0,9300.0,9884.474697089547,2556.1538290003227,20543.46153000006,133.0
1669229097,47,,Aggregated,1.400000,0.000000,9300,12000,13000,16000,18000,20000,20000,21000,21000,21000,21000,68,0,9300.0,9930.609818705876,2556.1538290003227,20543.46153000006,133.0
1669229098,48,,Aggregated,1.600000,0.000000,9300,12000,13000,16000,19000,20000,21000,21000,21000,21000,21000,69,0,9300.0,10091.92648476811,2556.1538290003227,21061.459776999982,133.0
1669229099,49,,Aggregated,1.700000,0.000000,9800,13000,15000,16000,19000,21000,21000,22000,22000,22000,22000,72,0,9600.0,10479.602370291663,2556.1538290003227,21797.563162000188,133.0
1669229100,50,,Aggregated,1.700000,0.000000,9800,13000,15000,16000,20000,21000,22000,23000,23000,23000,23000,74,0,9800.0,10703.781080716215,2556.1538290003227,22929.823381000006,133.0
1669229101,51,,Aggregated,1.800000,0.000000,9800,13000,16000,16000,20000,21000,22000,23000,23000,23000,23000,75,0,9800.0,10833.46274484,2556.1538290003227,22929.823381000006,133.0
1669229102,52,,Aggregated,1.700000,0.000000,10000,13000,16000,17000,20000,21000,23000,24000,24000,24000,24000,77,0,10000.0,11088.96835461039,2556.1538290003227,24179.44528099997,133.0
1669229103,53,,Aggregated,1.600000,0.000000,10000,13000,16000,17000,20000,22000,23000,24000,24000,24000,24000,78,0,10000.0,11226.623389910257,2556.1538290003227,24179.44528099997,133.0
1669229104,54,,Aggregated,1.800000,0.000000,10000,14000,16000,17000,20000,22000,23000,24000,24000,24000,24000,79,0,10000.0,11293.001958151897,2556.1538290003227,24179.44528099997,133.0
1669229105,55,,Aggregated,1.600000,0.000000,11000,15000,16000,17000,21000,22000,24000,24000,24000,24000,24000,81,0,11000.0,11602.828913222223,2556.1538290003227,24179.44528099997,133.0
1669229106,56,,Aggregated,1.600000,0.000000,11000,15000,16000,17000,21000,22000,24000,24000,24000,24000,24000,82,0,11000.0,11663.61164712195,2556.1538290003227,24179.44528099997,133.0
1669229107,57,,Aggregated,1.500000,0.000000,11000,15000,17000,18000,21000,23000,24000,25000,25000,25000,25000,84,0,11000.0,11882.287765988089,2556.1538290003227,24553.336405999744,133.0
1669229108,58,,Aggregated,1.500000,0.000000,11000,16000,17000,19000,21000,24000,25000,25000,25000,25000,25000,85,0,11000.0,12041.273609529406,2556.1538290003227,25396.084467000037,133.0
1669229109,59,,Aggregated,1.400000,0.000000,11000,16000,17000,19000,22000,24000,25000,26000,26000,26000,26000,87,0,11000.0,12274.72387572413,2556.1538290003227,25597.707525999795,133.0
1669229110,60,,Aggregated,1.600000,0.000000,12000,16000,17000,19000,22000,24000,25000,26000,26000,26000,26000,88,0,11000.0,12411.78607577272,2556.1538290003227,25597.707525999795,133.0
1669229111,61,,Aggregated,1.600000,0.000000,12000,16000,17000,19000,22000,24000,25000,26000,26000,26000,26000,88,0,11000.0,12411.78607577272,2556.1538290003227,25597.707525999795,133.0
1669229112,62,,Aggregated,1.500000,0.000000,12000,16000,18000,20000,23000,24000,26000,28000,28000,28000,28000,90,0,12000.0,12663.483916944439,2556.1538290003227,28224.342001999958,133.0
1669229113,63,,Aggregated,1.500000,0.000000,12000,16000,18000,20000,23000,24000,26000,28000,28000,28000,28000,90,0,12000.0,12663.483916944439,2556.1538290003227,28224.342001999958,133.0
1669229114,64,,Aggregated,1.300000,0.000000,12000,16000,19000,20000,23000,25000,28000,28000,28000,28000,28000,92,0,12000.0,12927.859230510865,2556.1538290003227,28224.342001999958,133.0
1669229115,65,,Aggregated,1.300000,0.000000,12000,16000,19000,20000,23000,25000,28000,28000,28000,28000,28000,92,0,12000.0,12927.859230510865,2556.1538290003227,28224.342001999958,133.0
1669229116,66,,Aggregated,1.300000,0.000000,12000,16000,19000,20000,23000,25000,28000,28000,28000,28000,28000,92,0,12000.0,12927.859230510865,2556.1538290003227,28224.342001999958,133.0
1669229117,67,,Aggregated,1.300000,0.000000,12000,16000,19000,20000,24000,25000,28000,32000,32000,32000,32000,93,0,12000.0,13130.596112279562,2556.1538290003227,31782.389234999755,133.0
1669229118,68,,Aggregated,1.300000,0.000000,12000,16000,19000,20000,24000,25000,28000,32000,32000,32000,32000,93,0,12000.0,13130.596112279562,2556.1538290003227,31782.389234999755,133.0
1669229119,69,,Aggregated,1.000000,0.000000,13000,17000,19000,20000,24000,25000,28000,32000,32000,32000,32000,94,0,12000.0,13258.227580670204,2556.1538290003227,31782.389234999755,133.0
1669229120,70,,Aggregated,1.000000,0.000000,13000,17000,19000,20000,24000,25000,28000,32000,32000,32000,32000,94,0,12000.0,13258.227580670204,2556.1538290003227,31782.389234999755,133.0
1669229121,71,,Aggregated,0.800000,0.000000,13000,17000,19000,21000,24000,26000,32000,34000,34000,34000,34000,95,0,13000.0,13471.33144770525,2556.1538290003227,33503.09494899966,133.0
1669229122,72,,Aggregated,0.800000,0.000000,13000,17000,19000,21000,24000,26000,32000,34000,34000,34000,34000,95,0,13000.0,13471.33144770525,2556.1538290003227,33503.09494899966,133.0
1669229123,73,,Aggregated,0.800000,0.000000,13000,17000,19000,21000,24000,26000,32000,34000,34000,34000,34000,95,0,13000.0,13471.33144770525,2556.1538290003227,33503.09494899966,133.0
1669229124,74,,Aggregated,0.600000,0.000000,13000,17000,20000,21000,24000,28000,34000,38000,38000,38000,38000,96,0,13000.0,13722.855997718734,2556.1538290003227,37617.68824899991,133.0
1669229125,75,,Aggregated,0.600000,0.000000,13000,17000,20000,21000,25000,28000,34000,38000,38000,38000,38000,97,0,13000.0,13891.216833556686,2556.1538290003227,37617.68824899991,133.0
1669229126,76,,Aggregated,0.500000,0.000000,13000,17000,20000,21000,25000,30000,37000,38000,38000,38000,38000,98,0,13000.0,14123.162235010192,2556.1538290003227,37617.68824899991,133.0
1669229127,77,,Aggregated,0.500000,0.000000,13000,17000,20000,22000,26000,33000,38000,39000,40000,40000,40000,101,0,13000.0,14804.699188970286,2556.1538290003227,39511.389933999904,133.0
1669229128,78,,Aggregated,0.600000,0.000000,13000,18000,21000,22000,28000,33000,38000,39000,40000,40000,40000,102,0,13000.0,14975.505611176457,2556.1538290003227,39511.389933999904,133.0
1669229129,79,,Aggregated,0.600000,0.000000,14000,19000,21000,24000,30000,37000,39000,40000,40000,40000,40000,104,0,13000.0,15445.549815317294,2556.1538290003227,39815.91495000021,133.0
1669229130,80,,Aggregated,0.800000,0.000000,14000,19000,21000,24000,32000,37000,39000,40000,40000,40000,40000,105,0,14000.0,15628.395401047606,2556.1538290003227,39815.91495000021,133.0
1669229131,81,,Aggregated,0.800000,0.000000,15000,19000,22000,24000,33000,39000,40000,40000,41000,41000,41000,107,0,15000.0,16084.401442149523,2556.1538290003227,40844.809532,133.0
1669229132,82,,Aggregated,1.000000,0.000000,15000,19000,22000,24000,34000,39000,40000,40000,41000,41000,41000,108,0,15000.0,16253.336877537025,2556.1538290003227,40844.809532,133.0
1669229133,83,,Aggregated,1.000000,0.000000,15000,20000,24000,25000,35000,39000,40000,41000,41000,41000,41000,111,0,15000.0,16843.131561765756,2556.1538290003227,41035.0053850002,133.0
1669229134,84,,Aggregated,1.000000,0.000000,15000,20000,24000,25000,35000,39000,40000,41000,41000,41000,41000,111,0,15000.0,16843.131561765756,2556.1538290003227,41035.0053850002,133.0
1669229135,85,,Aggregated,1.300000,0.000000,16000,20000,24000,28000,37000,40000,41000,41000,43000,43000,43000,114,0,16000.0,17434.27576549999,2556.1538290003227,43378.830627999836,133.0
1669229136,86,,Aggregated,1.300000,0.000000,16000,20000,24000,28000,37000,40000,41000,41000,43000,43000,43000,114,0,16000.0,17434.27576549999,2556.1538290003227,43378.830627999836,133.0
